title,book,page,favorite
Dolphy,JazzLTD,314,false
Domingo,RealBk2,76,false
Domino Biscuit,RealBk1,123,false
Don't Argue,Library,167,false
Don't Ask Why,NewReal3,109,false
Don't Ask Why,RealBk3,66,false
Don't Be That Way,NewReal3,110,false
Don't Blame Me,NewReal3,111,false
Don't Blame Me,RealBk1,125,false
Don't Ever Go Away,RealBk3,67,false
Don't Explain,JazzFake,102,false
Don't Explain,JazzLTD,90,false
Don't Forget The Poet,NewReal2,77,false
Don't Get Around Much Anymore,ColoBk,64,false
Don't Get Around Much Anymore,JazzFake,102,false
Don't Get Around Much Anymore,NewReal1,432,false
Don't Get Around Much Anymore,RealBk1,126,false
Don't Go To Strangers,NewReal1,74,false
Don't Let The Sun Catch You Cryin',JazzFake,101,false
Don't Look Back,RealBk3,68,false
Don't Take Your Love From Me,ColoBk,63,false
Don't Take Your Love From Me,JazzFake,104,false
Donna Lee,JazzFake,103,false
Donna Lee,Library,34,false
Donna Lee,RealBk1,124,false
Doodlin',JazzFake,105,false
Doodlin,JazzLTD,91,false
Doodlin,Library,167,false
Doors,NewReal1,75,false
Dot's Groovy,Library,39,false
Double Clutching,RealBk3,70,false
Double Talk,JazzLTD,88,false
Down By The Riverside,JazzFake,104,false
Down For Double,Library,168,false
Down For Double,RealBk2,78,false
Down Tempo,Library,169,false
Down,JazzLTD,92,false
Doxy,ColoBk,65,false
Doxy,JazzFake,105,false
Doxy,Library,39,false
Doxy,RealBk2,79,false
Dr. Jeckyll,JazzLTD,89,false
Dr. Jeckyll,JazzLTD,89,false
Dream Dancing,RealBk3,71,false
Dreamin,NewReal3,113,false
Duff,Library,169,false
Duff,RealBk2,70,false
Duke The,RealBk1,127,false
Duke's Sound Of Love,JazzLTD,93,false
Dwellings,ColoBk,66,false
E.K.'s Blues,RealBk2,92,false
E.S.P.,NewReal1,90,false
E.S.P.,RealBk1,141,false
E.T.A.,JazzLTD,113,false
Eager Beaver,JazzLTD,94,false
Earl Klugh,JazzLTD,372,false
Early Autumn,JazzFake,108,false
Early Autumn,Library,36,false
Early Autumn,NewReal1,76,false
Early Autumn,RealBk2,82,false
Early Spring,JazzLTD,107,false
Early Spring,Library,41,false
Early,JazzLTD,95,false
East Coast Outpost,Library,171,false
East Of The Sun,JazzFake,107,false
East Of The Sun,RealBk3,72,false
Easy Living,RealBk1,129,false
Easy To Love,JazzFake,107,false
Easy To Love,RealBk1,130,false
Easy,NewReal1,77,false
Eb Pob,Library,41,false
Ebony Moonbeams,JazzLTD,96,false
Ecaroh,JazzFake,108,false
Ecaroh,JazzLTD,104,false
Ecaroh,NewReal2,81,false
Ecclusiastics,RealBk1,131,false
Eclipse,JazzLTD,97,false
Eclipse,JazzLTD,97,false
Eclypso,RealBk2,83,false
Edda,ColoBk,67,false
Edda,JazzLTD,98,false
Eiderdown,RealBk1,132,false
Eighty One,NewReal1,79,false
Eighty One,RealBk1,134,false
Ein Bein Strauss,JazzLTD,100,false
Einbahnstrasse,RealBk2,92,false
El Gaucho,NewReal3,116,false
El Gaucho,RealBk1,135,false
El Otono,ColoBk,68,false
El Toro,JazzLTD,103,false
El Yorke,Library,172,false
Elevation,JazzLTD,100,false
Elevation,Library,42,false
Eleven Sixty,Library,42,false
Elizete,RealBk1,136,false
Ellipsis,JazzLTD,101,false
Ellipsis,JazzLTD,102,false
Elm,NewReal1,81,false
Elora,RealBk2,84,false
Elsa,JazzFake,109,false
Elsa,JazzLTD,102,false
Elvin Sir Jones,JazzLTD,103,false
Emanon,Library,45,false
Emanon,RealBk3,73,false
Embraceable You,RealBk2,85,false
Emily,NewReal3,117,false
Emily,RealBk3,74,false
Empathy,JazzLTD,105,false
Empathy,RealBk1,137,false
Enchance,RealBk2,86,false
End Of A Love Affair,RealBk3,75,false
Endangered Species,NewReal1,83,false
Endlessly,RealBk3,76,false
Epilogue,EvansBk,16,false
Epilogue,RealBk2,87,false
Epistrophy,ColoBk,69,false
Epistrophy,RealBk1,138,false
Equinox,NewReal2,85,false
Equinox,RealBk1,139,false
Equipoise,RealBk1,140,false
Ergo,Library,45,false
Ericloth,JazzLTD,106,false
Eronel,JazzLTD,107,false
Eronel,Library,173,false
Escapade,JazzLTD,108,false
Escher Sketch,NewReal2,88,false
Estate,RealBk3,78,false
Estimated Time Of Arrival,JazzLTD,109,false
Eternal Child,NewReal2,95,false
Eternal Triange,JazzLTD,114,false
Eternal Triangle,RealBk3,79,false
Ev'ry Time We Say Good Bye,RealBk3,80,false
Ev'ry Time We Say Goodbye,JazzFake,110,false
Evergreenish,JazzLTD,110,false
Every Now And Then,JazzLTD,111,false
Every Time I See You,JazzLTD,112,false
Everybody Loves My Baby,JazzFake,111,false
Everything Happens To Me,JazzFake,112,false
Everything Happens To Me,NewReal1,91,false
Everything Happens To Me,RealBk3,82,false
Everything I Have Is Yours,NewReal3,118,false
Everything I Have Is Yours,RealBk2,89,false
Everything I Love,ColoBk,70,false
Everything I Love,RealBk3,83,false
Everything's Coming Up Roses,JazzFake,113,false
Everywhere,Library,43,false
Evidence,JazzLTD,112,false
Exactly Like You,JazzFake,114,false
Exactly Like You,NewReal2,98,false
Exercise #3,RealBk1,142,false
Exercise #6,RealBk1,143,false
Exodus,JazzLTD,115,false
Expression,NewReal2,99,false
Eye Of The Hurricane,RealBk2,90,false
Ezz-thetic,RealBk2,91,false
Fables Of Faubus,RealBk1,144,false
Face Dancer,JazzLTD,118,false
Failing In Love With Love,JazzFake,114,false
Fair Weather,JazzLTD,116,false
Fall With Me,NewReal3,119,false
Fall,NewReal1,93,false
Fall,RealBk1,146,false
Falling Grace,NewReal2,100,false
Falling Grace,RealBk1,147,false
Falling In Love With Love,RealBk1,148,false
Family Joy,RealBk1,4,false
Farkle Flakes,JazzLTD,129,false
Farmers Market,NewReal1,94,false
Fat Lady,JazzLTD,117,false
Father,RealBk3,84,false
Favela,NewReal1,95,false
Favela,RealBk3,85,false
Feather Merchant,Library,44,false
Fee-Fi-Fo-Fum,RealBk1,149,false
Feel Like Makin' Love,NewReal1,96,false
Feelin' Fine,Library,172,false
Feelings And Things,RealBk1,150,false
Feels So Good,RealBk2,94,false
Feldman,JazzLTD,201,false
Fell Like Makin' Love,RealBk3,86,false
Festive Minor,JazzFake,117,false
Fever,JazzFake,115,false
Fiesta In Blue,JazzFake,116,false
Fifty Second Street Theme,Library,13,false
Figure 8,Library,44,false
Filthy Mcnasty,NewReal2,101,false
Fine And Dandy,JazzLTD,119,false
Fine And Mellow,JazzFake,118,false
Fine Romance,RealBk1,3,false
Fingers,ColoBk,71,false
Fire,NewReal1,97,false
First Light,NewReal1,98,false
First Moves,RealBk2,96,false
First Trip,RealBk2,97,false
Five Brothers,Library,47,false
Five Brothers,RealBk2,98,false
Five Hundred Miles High,NewReal2,103,false
Five Hundred Miles High,RealBk1,152,false
Five Spot After Dark,RealBk2,104,false
Five,EvansBk,17,false
Five,JazzLTD,120,false
Five-Four Thing,JazzLTD,121,false
Flags,RealBk1,156,false
Flamingo,JazzLTD,122,false
Flamingo,NewReal2,105,false
Flash,Library,49,false
Flim Flam,RealBk2,99,false
Flintstone's Theme,RealBk2,100,false
Flintstones,ColoBk,72,false
Florences Fantasy,JazzLTD,123,false
Flowers For A Lady,JazzLTD,124,false
Flugelin' The Blues,ColoBk,73,false
Fly By Night,RealBk2,102,false
Fly Me To The Moon,JazzFake,119,false
Fly Me To The Moon,NewReal2,106,false
Fly Me To The Moon,RealBk2,106,false
Flying Home,JazzFake,120,false
Flying Home,RealBk2,105,false
Foggy Day,RealBk1,6,false
Follow Your Heart,RealBk1,154,false
Fool That I Am,JazzFake,121,false
Foolkiller,NewReal1,99,false
Fools Rush In,RealBk2,107,false
Footprints,ColoBk,74,false
Footprints,JazzFake,122,false
Footprints,JazzLTD,62,false
Footprints,NewReal1,100,false
Footprints,RealBk1,157,false
For All We Know,JazzFake,122,false
For Every Man There's A Woman,JazzFake,123,false
For Harry Carney,JazzLTD,126,false
For Heavens Sake,RealBk1,159,false
For Heavens' Sake,RealBk3,87,false
For Miles And Miles,JazzLTD,124,false
For Minors Only,RealBk2,108,false
For Nenette,EvansBk,22,false
For Regulars Only,JazzLTD,128,false
For Sentimental Reasons,JazzFake,124,false
For Stompers Only,Library,46,false
For You For Me For Evermore,JazzFake,124,false
Forest Flower,RealBk1,158,false
Forever,NewReal2,107,false
Forgetful,JazzLTD,125,false
Fortune Smiles,RealBk1,160,false
Four Brothers,JazzFake,125,false
Four Brothers,Library,47,false
Four Brothers,NewReal1,103,false
Four Brothers,RealBk2,109,false
Four In One,JazzLTD,117,false
Four Mothers,Library,48,false
Four On Six,NewReal1,104,false
Four On Six,RealBk1,162,false
Four Others,JazzFake,125,false
Four Others,JazzLTD,130,false
Four Winds,RealBk1,163,false
Four,ColoBk,75,false
Four,JazzFake,123,false
Four,Library,49,false
Four,NewReal1,101,false
Four,RealBk1,161,false
Fox Hunt,RealBk2,110,false
Foxhorn Song,JazzLTD,131,false
Frank 'N Earnest,Library,170,false
Frankie And Johnny,JazzFake,126,false
Freckles,Library,50,false
Freddie Froo,RealBk2,111,false
Freddie The Freeloader,RealBk1,164,false
Free Cell Block F,RealBk2,112,false
Free Wheeling,JazzLTD,130,false
Free,RealBk2,116,false
Freedom Jazz Dance,NewReal2,110,false
Freedom Jazz Dance,RealBk1,165,false
Freedomland,NewReal3,123,false
Freight Trane,RealBk3,88,false
French Spice,JazzLTD,132,false
French Waltz,RealBk3,89,false
Friday Night At The Cadillac Club,NewReal2,111,false
Friday The 13th,RealBk2,114,false
Friday The 13th,RealBk3,90,false
Fried Bananas,JazzFake,126,false
Friends And Strangers,NewReal1,105,false
From Day To Day,NewReal3,125,false
From Now On,RealBk3,91,false
From the Heart,RealBk3,92,false
From This Moment On,JazzFake,128,false
From This Moment On,RealBk3,94,false
Frosty The Snow Man,JazzFake,127,false
Fudgesicle Built For Four,EvansBk,23,false
Full Moon and Empty Arms,RealBk3,95,false
Fun Ride,EvansBk,26,false
Fun To Be Fooled,JazzLTD,127,false
Funk Dumplin,RealBk2,104,false
Funk In Deep Freeze,JazzLTD,133,false
Funkallero,EvansBk,28,false
Funkallero,NewReal1,108,false
Funkallero,RealBk3,96,false
Funky,RealBk2,116,false
Funny Man,EvansBk,29,false
Fuschia Swing Song,JazzLTD,133,false
G Waltz,EvansBk,30,false
Gail,JazzLTD,134,false
Games People Play,RealBk2,117,false
Gandolfo's Bounce,JazzLTD,134,false
Gary's Notebook,JazzLTD,136,false
Gary's Waltz,RealBk1,166,false
Gaslight,JazzLTD,135,false
Gaviota,NewReal1,109,false
Gaviota,RealBk3,98,false
Gee Baby Ain't I Good To You,JazzFake,128,false
Gee Baby Ain't I Good To You,NewReal1,112,false
Gemini,NewReal1,113,false
Gemini,RealBk1,167,false
General Mojo's Well Laid Plan,RealBk1,168,false
Gentle Rain,ColoBk,76,false
Gentle Rain,RealBk1,169,false
Gentle Rain,RealBk2,122,false
Gentle Wind And Falling Tear,RealBk2,118,false
Georgia On My Mind,ColoBk,77,false
Georgia,RealBk2,119,false
Geraldine,NewReal2,115,false
Gerry's Blues,Library,173,false
Gertrude's Bounce,NewReal2,117,false
Get Happy,NewReal2,119,false
Get Out Of Town,JazzFake,130,false
Get Out Of Town,RealBk2,120,false
Get Ready,NewReal3,129,false
Gettin' It Togetha,RealBk2,117,false
Getting To Know You,JazzFake,130,false
Giant Steps,NewReal2,121,false
Giant Steps,RealBk1,170,false
Giaruja,NewReal1,129,false
Gibraltar,JazzLTD,137,false
Giggin' And Drinkin,JazzLTD,139,false
Gina,Library,175,false
Ginseng People,JazzLTD,138,false
Girl From Ipanema,ColoBk,70,false
Girl From Ipanema,RealBk1,171,false
Girl Talk,RealBk2,122,false
Give Thanks,ColoBk,80,false
Gloria's Step,NewReal1,118,false
Gloria's Step,RealBk1,172,false
Gnid,JazzLTD,139,false
Gnu Blu,RealBk3,97,false
Go,JazzLTD,140,false
God Bless The Child,RealBk1,173,false
God Bless' The Child,JazzFake,131,false
Godchild,Library,46,false
Godchild,RealBk3,100,false
Goin' Home,NewReal1,119,false
Goin' Out Of My Head,JazzFake,134,false
Golden Lady,RealBk1,174,false
Golden Notebooks,RealBk2,124,false
Gone With The Wind,JazzFake,135,false
Gone With The Wind,NewReal1,124,false
Gone With The Wind,RealBk3,101,false
Good Bait,JazzFake,136,false
Good Bait,Library,51,false
Good Bait,RealBk2,123,false
Good Evening Mr. And Mrs.America,RealBk1,176,false
Good Morning Heartache,NewReal1,433,false
Good Spirits,JazzLTD,141,false
Goodbye Pork Pie Hat,JazzFake,137,false
Goodbye Porkpie Hat,RealBk1,175,false
Goodbye,RealBk3,102,false
Goswell,JazzLTD,142,false
Got A Match,NewReal2,122,false
Got A Match?,RealBk3,103,false
Got Eyes For You,ColoBk,81,false
Grand Central,NewReal3,133,false
Grand Central,RealBk1,1,false
Granted,JazzLTD,141,false
Green Dolphin Street,RealBk1,179,false
Green Mountains,RealBk1,180,false
Greene St. Caper,JazzLTD,143,false
Greensleeves,JazzFake,138,false
Gregory Is Here,JazzLTD,145,false
Gregory Is Here,NewReal2,123,false
Gregory Is Here,RealBk2,126,false
Groove Merchant,RealBk2,128,false
Groove Yard,RealBk2,129,false
Groovin High,ColoBk,82,false
Groovin! High,JazzFake,138,false
Groovin' High,Library,55,false
Groovin' High,RealBk1,181,false
Groovus Mentus,Library,174,false
Groovy Samba,RealBk2,130,false
Grow Your Own,RealBk1,182,false
Growing,NewReal2,126,false
Guatemala,Library,174,false
Guess Who I Saw Today,JazzFake,139,false
Guijira,JazzLTD,179,false
Gush,NewReal3,135,false
H & H,RealBk3,112,false
H. And J.,Library,63,false
Hackensack,RealBk2,13,false
Half Nelson,JazzFake,140,false
Half Nelson,Library,51,false
Half Nelson,RealBk1,184,false
Hallelujah I Love Him  So,JazzFake,141,false
Hallucinations,Library,53,false
Hallucinations,NewReal1,131,false
Hallucinations,RealBk2,32,false
Hankerin,Library,175,false
Happiness Is A Thing Called Joe,JazzLTD,151,false
Happy Go Lucky Local,ColoBk,83,false
Happy Go Lucky Local,ColoBk,83,false
Happy Little Sunbeam,Library,52,false
Happy Little Sunbeam,RealBk2,33,false
Happy Talk,JazzFake,143,false
Hard Eights,NewReal3,139,false
Harlem Nocturne,JazzFake,144,false
Harlem Nocturne,NewReal2,127,false
Harlem Nocturne,RealBk3,104,false
Harlequin,RealBk2,36,false
Harold's House Of Jazz,JazzFake,142,false
Harold's House Of Jazz,JazzLTD,148,false
Hassan's Dream,RealBk1,185,false
Haunted Ballroom,NewReal1,134,false
Haunted Heart,JazzFake,144,false
Have You Met Miss Jones,ColoBk,83,false
Have You Met Miss Jones,RealBk1,186,false
Have You Met Miss Jones?,JazzFake,143,false
Havona,NewReal1,135,false
Havona,RealBk2,134,false
Hayseed,Library,177,false
Head And Shoulders,RealBk2,137,false
Heartsong,RealBk3,106,false
Heat Wave,NewReal3,141,false
Heaven,RealBk1,187,false
Helias,JazzLTD,101,false
Hello Dolly!,JazzFake,145,false
Hello Young Lovers,JazzFake,146,false
Hello Young Lovers,RealBk1,188,false
Hello,Library,176,false
Hello,RealBk2,140,false
Henderson,JazzLTD,97,false
Henninger Flats,RealBk1,190,false
Her So,JazzFake,141,false
Herbstone,Library,56,false
Here's That Rainy Day,ColoBk,86,false
Here's That Rainy Day,JazzFake,147,false
Here's That Rainy Day,NewReal1,137,false
Here's That Rainy Day,RealBk1,191,false
Here's That Sunny Day,RealBk2,138,false
Hershey Bar,Library,57,false
Herzog,NewReal3,143,false
Herzog,RealBk1,192,false
Hey There,RealBk1,194,false
Heyoke,JazzLTD,149,false
Hi Beck,RealBk2,141,false
Hi-Fly,NewReal2,129,false
Hide And Seek,ColoBk,87,false
Hideaway,NewReal1,139,false
HiFly,JazzFake,146,false
High Fly,ColoBk,89,false
High Hopes,RealBk3,108,false
High Society,JazzFake,147,false
High Wire The Aerialist,RealBk3,110,false
Hip Bones,Library,177,false
Hippy,Library,179,false
Ho-Ba-La-La,RealBk2,142,false
Hocus Pocus,RealBk2,143,false
Hoe Down,JazzLTD,150,false
Hold On I'm Coming,NewReal3,146,false
Hold Out Your Hand,RealBk1,195,false
Hold' Em Joe,JazzLTD,154,false
Homage,JazzLTD,152,false
Homestretch,JazzLTD,147,false
Homework,JazzLTD,153,false
Honeysuckle Rose,ColoBk,91,false
Honeysuckle Rose,JazzFake,148,false
Honeysuckle Rose,NewReal2,134,false
Hooray For Love,JazzFake,148,false
Horacescope,NewReal2,135,false
Horacescope,RealBk2,146,false
Horizon,RealBk2,144,false
Hot House,RealBk3,113,false
Hotel Hello,RealBk1,198,false
Hotel Overture,RealBk1,196,false
House Of Chan,JazzLTD,155,false
House Of Jade,RealBk1,201,false
How About You,RealBk3,114,false
How Deep Is The Ocean,RealBk3,115,false
How High The Moon,JazzFake,149,false
How High The Moon,RealBk1,202,false
How Insensitive,JazzFake,150,false
How Insensitive,RealBk1,203,false
How Long Has This Been Going On,RealBk3,116,false
How My Heart Sings,RealBk1,204,false
How Sweet It Is,NewReal3,147,false
Hullo Bolinas,RealBk1,205,false
Hummin,RealBk2,147,false
Humpty Dumpty,RealBk2,148,false
Hypochtistmutreefuzz,JazzLTD,156,false
I & 2,JazzLTD,229,false
I Believe In You,NewReal2,137,false
I Believe In You,RealBk2,150,false
I Can't Get Started,JazzFake,150,false
I Can't Get Started,RealBk1,208,false
I Can't Give You Anything But Love,JazzFake,151,false
I Cant Get Started,ColoBk,92,false
I Cant Help It,NewReal3,149,false
I Concentrate On You,JazzFake,152,false
I Concentrate On You,RealBk3,118,false
I Could Have Danced All Night,JazzFake,153,false
I Could Write A Book,JazzFake,153,false
I Could Write A Book,RealBk1,209,false
I Cover The Waterfront,JazzFake,154,false
I Cover The Waterfront,RealBk2,152,false
I Cried For You,JazzFake,154,false
I Didn't Know About You,JazzLTD,157,false
I Didn't Know What Time It Was,JazzFake,155,false
I Didn't Know What Time It Was,RealBk3,117,false
I Didn't Want To D,JazzFake,440,false
I Don't Know Why,JazzFake,156,false
I Fall In Love Too Easily,ColoBk,93,false
I Fall In Love Too Easily,NewReal3,152,false
I Fall In Love Too Easily,RealBk3,120,false
I Get A Kick Out Of You,RealBk2,158,false
I Get Along Without You Very Well,JazzLTD,160 ,false
I Got It Bad,NewReal3,153,false
I Got It Bad,RealBk1,213,false
I Got Rhythm,JazzLTD,158,false
I Hadn't Anyone Till You,NewReal2,140,false
I Hear A Rhapsody,NewReal3,156,false
I Hear A Rhapsody,RealBk2,160 ,false
I Heard It Through The Grapevine,NewReal3,157,false
I just Do,JazzFake,156,false
I Know Don't Know How,Library,59,false
I Left My Heart In San Francisco,RealBk3,121,false
I Let A Song Go Out Of My Heart,RealBk1,214,false
I Love Lucy,JazzFake,158,false
I Love Lucy,NewReal1,142,false
I Love Paris,JazzFake,159,false
I Love You,JazzFake,160,false
I Love You,RealBk1,215,false
I Loves You Porgy,JazzFake,159,false
I Loves You Porgy,RealBk3,128,false
I Mean You,ColoBk,95,false
I Mean You,RealBk1,219,false
I Need YOU Here,RealBk3,122,false
I Only Have Eyes For You,JazzLTD,168,false
I Remember Bird,JazzLTD,161,false
I Remember Clifford,JazzFake,160,false
I Remember Clifford,RealBk1,235,false
I Remember Duke,JazzFake,161,false
I Remember Duke,Library,181,false
I Remember When,JazzFake,162,false
I Remember You,ColoBk,97,false
I Remember You,RealBk2,169,false
I Should Care,NewReal1,145,false
I Should Care,RealBk1,237,false
I Surrender Dear,JazzLTD,167,false
I Thought About You,NewReal2,141,false
I Thought About You,RealBk2,174,false
I Thought About Your,NewReal1,146,false
I Waited For You,JazzLTD,174,false
I Wanted To Say,NewReal3,161,false
I Will Wait For You,RealBk2,179,false
I Wish You Love,RealBk3,124,false
I Won't Be Back,JazzLTD,175,false
I Won't Dance,JazzFake,166,false
I'll Always Be In Love With You,JazzFake,163,false
I'll Be Around,JazzFake,165,false
I'll Be Around,NewReal2,145,false
I'll Be Around,NewReal2,147,false
I'll Be Around,RealBk3,126,false
I'll Be Seeing You,JazzFake,167,false
I'll Close My Eyes,ColoBk,99,false
I'll Close My Eyes,RealBk3,130 ,false
I'll Get By,JazzFake,167 ,false
I'll Get By,NewReal2,148,false
I'll Never Smile Again,JazzFake,168,false
I'll Remember April,ColoBk,100,false
I'll Remember April,JazzFake,168,false
I'll Remember April,RealBk1,218,false
I'll Take Romance,JazzFake,170,false
I'll Take Romance,NewReal1,151,false
I'll Take Romance,RealBk3,131,false
I'll Walk Alone,JazzFake,170,false
I'm A Pool To Want You,RealBk2,161,false
I'm Afraid,RealBk1,A6,false
I'm All Smiles,NewReal1,153,false
I'm All Smiles,RealBk1,216,false
I'm An Old Cowhand,ColoBk,101,false
I'm Beginning To See The Light,JazzFake,169,false
I'm Confessin' That I Love You,JazzFake,171,false
I'm Gettin' Sentimental Over You,RealBk2,163,false
I'm Getting Sentimental Over You,NewReal3,162,false
I'm Glad There Is You,JazzFake,172,false
I'm Glad There Is You,NewReal2,153,false
I'm Glad There Is You,RealBk3,132,false
I'm Gonna Sit Right Down And Write Mysel,JazzFake,172,false
I'm In Love With You!,JazzFake,270,false
I'm In The Mood For Love,JazzLTD,159,false
I'm Losing You,NewReal3,163,false
I'm Old Fashioned,ColoBk,102,false
I'm Old Fashioned,JazzFake,173,false
I'm Old Fashioned,RealBk3,133,false
I'm Old Fasihoned,NewReal1,155,false
I'm On My Way,JazzLTD,171,false
I'm Sitting On Top Of The World,JazzFake,174,false
I'm Through With Love,NewReal3,165,false
I'm Through With Love,RealBk3,134,false
I'm Your Pal,RealBk1,221,false
I've Found A New Baby,RealBk2,178,false
I've Got A Crush On You,ColoBk,103,false
I've Got A Crush On You,RealBk3,135,false
I've Got Rhythm,ColoBk,104,false
I've Got The World On A String,NewReal2,168,false
I've Got The World On A String,RealBk3,136,false
I've Got You Under My Skin,JazzFake,175,false
I've Got You Under My Skin,RealBk3,138,false
I've Got Your Number,NewReal2,169 ,false
I've Grown Accustomed To Her Face,JazzFake,174 ,false
I've Grown Accustomed To Your Face,RealBk3,140 ,false
I've Heard That Song Before,JazzFake,178,false
I've Never Been In Love Before,ColoBk,105,false
I've Never Been In Love Before,RealBk3,141,false
Icarus,RealBk1,206,false
Ice Cream Konitz,RealBk2,149,false
Ictus,RealBk1,38,false
Ida Lupino,RealBk1,210,false
Idol Gossip,RealBk2,153,false
If Ever I Would Leave You,JazzFake,176,false
If I Loved You,RealBk2,154,false
If I Should Lose You,RealBk2,155,false
If I Were A Bell,JazzFake,177,false
If I Were A Bell,NewReal1,147,false
If I were A Bell,RealBk2,156,false
If It Ain't Got That Swing,NewReal2,161,false
If It Ain't Got That Swing,RealBk1,241,false
If s All Right With Me,JazzFake,190,false
If You Could See Me Now,NewReal3,167,false
If You Could See Me Now,RealBk2,157,false
If You Never Come To Me,NewReal1,150,false
If You Never Come To Me,RealBk1,212,false
III Wind,RealBk3,142,false
Ill Wind,JazzFake,178,false
Ill Wind,NewReal2,150,false
Illuminados,NewReal2,151,false
Imagination,JazzFake,179,false
Imagination,NewReal1,156,false
Imagination,RealBk2,162,false
Impressions,NewReal2,154,false
Impressions,RealBk1,220,false
In A Capricornian Way,RealBk3,143,false
In A Cello Mood,Library,179,false
In A Little Spanish Town,JazzFake,180,false
In A Mellow Tone,ColoBk,107,false
In A Mellow Tone,NewReal3,170,false
In A Mellow Tone,RealBk1,222,false
In A Mist,JazzLTD,162,false
In A Sentimental Mood,ColoBk,108,false
In A Sentimental Mood,RealBk1,223,false
In A Shanty In. Old Shanty Town,JazzFake,182,false
In A Silent Way,JazzFake,180,false
In And Out,ColoBk,106,false
In April,EvansBk,20,false
In Case You Haven't Heard,RealBk2,164,false
In Case You Missed It,NewReal3,173,false
In Don's Kitchen,JazzLTD,158,false
In Her Family,RealBk3,144,false
In Love In Vain,RealBk3,145,false
In Love With Night,NewReal3,176,false
In Pursuit Of The 27th Man,RealBk2,167,false
In Salah,JazzLTD,165,false
In The Blue Of Evening,JazzFake,182,false
In the Days of Our Love,RealBk3,146,false
in The Mode,Library,58,false
In The Mood,JazzFake,181,false
In The Nick Of Time,Library,54,false
In The Still Of The Night,JazzFake,183,false
In The Wee Small Hours Of The Morning,NewReal2,156,false
In Walked Bud,ColoBk,109,false
In Walked Bud,NewReal1,158,false
In Walked Bud,RealBk2,168,false
In Your Own Sweet Way,NewReal2,157,false
In Your Own Sweet Way,RealBk1,232,false
In Your Quiet Place,RealBk1,233,false
Incentive,RealBk2,165,false
Inchworm,RealBk1,224,false
Indian Club,Library,57,false
Indian Lady,RealBk1,225,false
Indian Love Song,JazzFake,83,false
Indian Summer,RealBk3,148,false
Indiana,JazzFake,184,false
Indiana,RealBk2,166,false
Inez,JazzLTD,163,false
Infant Eyes,JazzFake,184,false
Inner Space,JazzFake,184,false
Inner Urge,NewReal3,177,false
Inner Urge,RealBk1,229,false
Inside In,RealBk1,226,false
Inside Out,Library,61,false
Intermission Riff,JazzFake,185,false
Interplay,EvansBk,32,false
Interplay,RealBk1,230,false
Intrepid Fox,RealBk1,231,false
Introspection,JazzLTD,166,false
Invitation,ColoBk,110,false
Invitation,NewReal3,179,false
Invitation,RealBk1,234,false
Iris,RealBk1,236,false
Irv's At Midnight,RealBk3,149,false
Is It Really True?,RealBk2,171,false
Isabel The Liberator,JazzLTD,170,false
Isfahan,NewReal2,160,false
Isfahan,RealBk3,150,false
Island Birdie,RealBk2,170,false
Isn't It Romantic,RealBk1,238,false
Isoar,NewReal3,181,false
Isotope,NewReal3,184,false
Isotope,RealBk1,239,false
Israel,RealBk1,240,false
It Ain't Necessarily So,JazzFake,186,false
It All Comes Back To You,JazzLTD,172,false
It Always Is,NewReal3,185,false
It could Happen To You,RealBk2,112,false
It Could Only Happen With You,JazzLTD,164,false
It Don't Mean A Thing,NewReal2,161,false
It Don't Mean A Thing,RealBk1,241,false
It Had To Be You,RealBk2,173,false
It Happens Every Day,JazzLTD,169,false
It Happens Every Day,NewReal1,161,false
It Might As Well Be Spring,JazzFake,189,false
It Might As Well Be Spring,RealBk2,176,false
It Never Entered My Mind,JazzFake,187,false
It Never Entered My Mind,RealBk3,151,false
It's A Blue World,JazzFake,190,false
It's A Raggy Waltz,RealBk1,242,false
It's All Right With Me,RealBk3,152,false
It's Love - It's Christmas,EvansBk,33,false
It's Magic,JazzFake,192,false
It's Not For Me To Say,JazzFake,191,false
It's Only A Paper Moon,JazzFake,192,false
It's Only A Paper Moon,NewReal2,162,false
It's Only A Paper Moon,RealBk2,175,false
It's Sand Man,JazzFake,193,false
It's Sand Man,Library,63,false
It's The Talk Of The Town,JazzFake,194,false
It's The Way That Ch,JazzFake,378,false
It's Tim Talk Of The Town,NewReal2,163,false
It's You Or No One For Me,JazzLTD,173,false
It's You Or No One,ColoBk,111,false
It's You Or No One,RealBk3,154,false
It's You,NewReal2,165,false
Jackie,RealBk2,179,false
Jackleg,Library,180,false
Jaco,RealBk2,180,false
Jacob's Ladder,NewReal2,173,false
Jaguar,JazzLTD,176,false
Jam For Your Bread,Library,183,false
Jammin' At The Jazzworks,ColoBk,112,false
Japanese Waltz,RealBk3,155,false
Jasmin,Library,64,false
Jazzbo's Haunt,Library,65,false
Je Ne Sais Pas,Library,65,false
Je Ne Sais Pas,RealBk2,182,false
Jean De Fleur,NewReal3,189,false
Jeanie,Library,182,false
Jeannie,ColoBk,113,false
Jeannine,JazzFake,197,false
Jeannine,RealBk2,181,false
Jeeps Blues,ColoBk,315,false
Jelly Roll Blues,JazzFake,196,false
Jelly Roll,RealBk1,243,false
Jersey Bounce,JazzFake,198,false
Jersey Bounce,NewReal1,164,false
Jersey Bounce,RealBk3,156,false
Jeru,JazzFake,197,false
Jeru,JazzLTD,178,false
